geo,timeQuarter,yPred,model
DK,2025Q4,1.0880816078722728,ENS_M0_plus_MA_Ridge_plus_MB_Ridge
EA20,2025Q1,2.246863140152988,ENS_M0_plus_MA_Ridge_plus_MB_Ridge
EA20,2025Q2,2.246863140152988,ENS_M0_plus_MA_Ridge_plus_MB_Ridge
EA20,2025Q3,2.246863140152988,ENS_M0_plus_MA_Ridge_plus_MB_Ridge
EA20,2025Q4,2.246863140152988,ENS_M0_plus_MA_Ridge_plus_MB_Ridge
EE,2025Q1,5.27559084476001,ENS_M0_plus_MA_Ridge_plus_MB_Ridge
EE,2025Q2,5.27559084476001,ENS_M0_plus_MA_Ridge_plus_MB_Ridge
EE,2025Q3,5.27559084476001,ENS_M0_plus_MA_Ridge_plus_MB_Ridge
EE,2025Q4,5.27559084476001,ENS_M0_plus_MA_Ridge_plus_MB_Ridge
EL,2025Q1,2.396561700240124,ENS_M0_plus_MA_Ridge_plus_MB_Ridge
EL,2025Q2,2.396561700240124,ENS_M0_plus_MA_Ridge_plus_MB_Ridge
EL,2025Q3,2.396561700240124,ENS_M0_plus_MA_Ridge_plus_MB_Ridge
EL,2025Q4,2.396561700240124,ENS_M0_plus_MA_Ridge_plus_MB_Ridge
ES,2025Q1,1.8068197633702063,ENS_M0_plus_MA_Ridge_plus_MB_Ridge
ES,2025Q2,1.8068197633702063,ENS_M0_plus_MA_Ridge_plus_MB_Ridge
ES,2025Q3,1.8068197633702063,ENS_M0_plus_MA_Ridge_plus_MB_Ridge
ES,2025Q4,1.8068197633702063,ENS_M0_plus_MA_Ridge_plus_MB_Ridge
FI,2025Q1,1.321815118510854,ENS_M0_plus_MA_Ridge_plus_MB_Ridge
FI,2025Q2,1.321815118510854,ENS_M0_plus_MA_Ridge_plus_MB_Ridge
