geo,timeQuarter,yPred,model
AT,2025Q1,2.312324556089621,MB_Ridge_recentWindow_scenarioFixedFeatures
AT,2025Q2,2.312324556089621,MB_Ridge_recentWindow_scenarioFixedFeatures
AT,2025Q3,2.312324556089621,MB_Ridge_recentWindow_scenarioFixedFeatures
AT,2025Q4,2.312324556089621,MB_Ridge_recentWindow_scenarioFixedFeatures
BE,2025Q1,4.8470786322994135,MB_Ridge_recentWindow_scenarioFixedFeatures
BE,2025Q2,4.8470786322994135,MB_Ridge_recentWindow_scenarioFixedFeatures
BE,2025Q3,4.8470786322994135,MB_Ridge_recentWindow_scenarioFixedFeatures
BE,2025Q4,4.8470786322994135,MB_Ridge_recentWindow_scenarioFixedFeatures
BG,2025Q1,3.1530544649652894,MB_Ridge_recentWindow_scenarioFixedFeatures
BG,2025Q2,3.1530544649652894,MB_Ridge_recentWindow_scenarioFixedFeatures
BG,2025Q3,3.1530544649652894,MB_Ridge_recentWindow_scenarioFixedFeatures
BG,2025Q4,3.1530544649652894,MB_Ridge_recentWindow_scenarioFixedFeatures
CH,2025Q1,0.01894923966036499,MB_Ridge_recentWindow_scenarioFixedFeatures
CH,2025Q2,0.01894923966036499,MB_Ridge_recentWindow_scenarioFixedFeatures
CH,2025Q3,0.01894923966036499,MB_Ridge_recentWindow_scenarioFixedFeatures
CH,2025Q4,0.01894923966036499,MB_Ridge_recentWindow_scenarioFixedFeatures
CY,2025Q1,1.879994819235961,MB_Ridge_recentWindow_scenarioFixedFeatures
CY,2025Q2,1.879994819235961,MB_Ridge_recentWindow_scenarioFixedFeatures
CY,2025Q3,1.879994819235961,MB_Ridge_recentWindow_scenarioFixedFeatures
CY,2025Q4,1.879994819235961,MB_Ridge_recentWindow_scenarioFixedFeatures
CZ,2025Q1,3.577712136900174,MB_Ridge_recentWindow_scenarioFixedFeatures
CZ,2025Q2,3.577712136900174,MB_Ridge_recentWindow_scenarioFixedFeatures
CZ,2025Q3,3.577712136900174,MB_Ridge_recentWindow_scenarioFixedFeatures
CZ,2025Q4,3.577712136900174,MB_Ridge_recentWindow_scenarioFixedFeatures
DE,2025Q1,2.382059119485299,MB_Ridge_recentWindow_scenarioFixedFeatures
DE,2025Q2,2.382059119485299,MB_Ridge_recentWindow_scenarioFixedFeatures
DE,2025Q3,2.382059119485299,MB_Ridge_recentWindow_scenarioFixedFeatures
DE,2025Q4,2.382059119485299,MB_Ridge_recentWindow_scenarioFixedFeatures
DK,2025Q1,1.009183645309401,MB_Ridge_recentWindow_scenarioFixedFeatures
DK,2025Q2,1.009183645309401,MB_Ridge_recentWindow_scenarioFixedFeatures
DK,2025Q3,1.009183645309401,MB_Ridge_recentWindow_scenarioFixedFeatures
DK,2025Q4,1.009183645309401,MB_Ridge_recentWindow_scenarioFixedFeatures
EA20,2025Q1,2.2532535683556683,MB_Ridge_recentWindow_scenarioFixedFeatures
EA20,2025Q2,2.2532535683556683,MB_Ridge_recentWindow_scenarioFixedFeatures
EA20,2025Q3,2.2532535683556683,MB_Ridge_recentWindow_scenarioFixedFeatures
EA20,2025Q4,2.2532535683556683,MB_Ridge_recentWindow_scenarioFixedFeatures
EE,2025Q1,5.43135323268183,MB_Ridge_recentWindow_scenarioFixedFeatures
EE,2025Q2,5.43135323268183,MB_Ridge_recentWindow_scenarioFixedFeatures
EE,2025Q3,5.43135323268183,MB_Ridge_recentWindow_scenarioFixedFeatures
EE,2025Q4,5.43135323268183,MB_Ridge_recentWindow_scenarioFixedFeatures
EL,2025Q1,2.314274659363777,MB_Ridge_recentWindow_scenarioFixedFeatures
EL,2025Q2,2.314274659363777,MB_Ridge_recentWindow_scenarioFixedFeatures
EL,2025Q3,2.314274659363777,MB_Ridge_recentWindow_scenarioFixedFeatures
EL,2025Q4,2.314274659363777,MB_Ridge_recentWindow_scenarioFixedFeatures
ES,2025Q1,1.7350224583752345,MB_Ridge_recentWindow_scenarioFixedFeatures
ES,2025Q2,1.7350224583752345,MB_Ridge_recentWindow_scenarioFixedFeatures
ES,2025Q3,1.7350224583752345,MB_Ridge_recentWindow_scenarioFixedFeatures
ES,2025Q4,1.7350224583752345,MB_Ridge_recentWindow_scenarioFixedFeatures
FI,2025Q1,1.283880816489607,MB_Ridge_recentWindow_scenarioFixedFeatures
