geo,timeQuarter,yPred,model
LU,2025Q4,1.7911952611570836,ENS_M0_plus_MB_Ridge_weighted
LV,2025Q1,2.980020426015437,ENS_M0_plus_MB_Ridge_weighted
LV,2025Q2,2.980020426015437,ENS_M0_plus_MB_Ridge_weighted
LV,2025Q3,2.980020426015437,ENS_M0_plus_MB_Ridge_weighted
LV,2025Q4,2.980020426015437,ENS_M0_plus_MB_Ridge_weighted
MT,2025Q1,1.7350409964705642,ENS_M0_plus_MB_Ridge_weighted
MT,2025Q2,1.7350409964705642,ENS_M0_plus_MB_Ridge_weighted
MT,2025Q3,1.7350409964705642,ENS_M0_plus_MB_Ridge_weighted
MT,2025Q4,1.7350409964705642,ENS_M0_plus_MB_Ridge_weighted
NL,2025Q1,4.610657780643333,ENS_M0_plus_MB_Ridge_weighted
NL,2025Q2,4.610657780643333,ENS_M0_plus_MB_Ridge_weighted
NL,2025Q3,4.610657780643333,ENS_M0_plus_MB_Ridge_weighted
NL,2025Q4,4.610657780643333,ENS_M0_plus_MB_Ridge_weighted
NO,2025Q1,2.594960849201533,ENS_M0_plus_MB_Ridge_weighted
NO,2025Q2,2.594960849201533,ENS_M0_plus_MB_Ridge_weighted
NO,2025Q3,2.594960849201533,ENS_M0_plus_MB_Ridge_weighted
NO,2025Q4,2.594960849201533,ENS_M0_plus_MB_Ridge_weighted
PL,2025Q1,5.754812931428779,ENS_M0_plus_MB_Ridge_weighted
PL,2025Q2,5.754812931428779,ENS_M0_plus_MB_Ridge_weighted
PL,2025Q3,5.754812931428779,ENS_M0_plus_MB_Ridge_weighted
PL,2025Q4,5.754812931428779,ENS_M0_plus_MB_Ridge_weighted
PT,2025Q1,1.8830322277609635,ENS_M0_plus_MB_Ridge_weighted
PT,2025Q2,1.8830322277609635,ENS_M0_plus_MB_Ridge_weighted
PT,2025Q3,1.8830322277609635,ENS_M0_plus_MB_Ridge_weighted
PT,2025Q4,1.8830322277609635,ENS_M0_plus_MB_Ridge_weighted
RO,2025Q1,5.789016399603621,ENS_M0_plus_MB_Ridge_weighted
RO,2025Q2,5.789016399603621,ENS_M0_plus_MB_Ridge_weighted
RO,2025Q3,5.789016399603621,ENS_M0_plus_MB_Ridge_weighted
