geo,timeQuarter,hicpIndex,hicpInflation,employmentIndex,hicpIndex_nMonths,hicpInflation_nMonths,hicp_nMonths_min,inc_share_bottom20,inc_share_lowmid20,inc_share_mid20,inc_share_top20,inc_share_upmid20,year,quarter,inc_top_bottom_gap,inc_top_bottom_ratio
AT,2010Q1,89.41000000000001,1.3,98.6,3,3,3,8.600000000000001,14.0,17.9,37.099999999999994,22.4,2010,1,28.499999999999993,4.313953488372092
AT,2010Q2,90.24333333333334,1.7666666666666666,99.4,3,3,3,8.600000000000001,14.0,17.9,37.099999999999994,22.4,2010,2,28.499999999999993,4.313953488372092
AT,2010Q3,90.03666666666668,1.6666666666666667,99.5,3,3,3,8.600000000000001,14.0,17.9,37.099999999999994,22.4,2010,3,28.499999999999993,4.313953488372092
AT,2010Q4,90.88666666666667,2.0,99.1,3,3,3,8.600000000000001,14.0,17.9,37.099999999999994,22.4,2010,4,28.499999999999993,4.313953488372092
AT,2011Q1,92.10000000000001,3.0,101.7,3,3,3,8.8,14.0,18.0,36.400000000000006,22.799999999999997,2011,1,27.600000000000005,4.136363636363637
AT,2011Q2,93.57666666666667,3.7000000000000006,101.1,3,3,3,8.8,14.0,18.0,36.400000000000006,22.799999999999997,2011,2,27.600000000000005,4.136363636363637
AT,2011Q3,93.47666666666667,3.8000000000000003,100.4,3,3,3,8.8,14.0,18.0,36.400000000000006,22.799999999999997,2011,3,27.600000000000005,4.136363636363637
AT,2011Q4,94.22666666666667,3.6666666666666665,101.3,3,3,3,8.8,14.0,18.0,36.400000000000006,22.799999999999997,2011,4,27.600000000000005,4.136363636363637
AT,2012Q1,94.60333333333334,2.6999999999999997,101.7,3,3,3,8.7,14.1,18.0,36.5,22.7,2012,1,27.8,4.195402298850575
AT,2012Q2,95.69,2.2333333333333334,100.6,3,3,3,8.7,14.1,18.0,36.5,22.7,2012,2,27.8,4.195402298850575
AT,2012Q3,95.71666666666665,2.4,100.7,3,3,3,8.7,14.1,18.0,36.5,22.7,2012,3,27.8,4.195402298850575
AT,2012Q4,96.97333333333334,2.9,100.2,3,3,3,8.7,14.1,18.0,36.5,22.7,2012,4,27.8,4.195402298850575
AT,2013Q1,97.07000000000001,2.6,100.0,3,3,3,8.7,14.4,18.2,35.9,22.799999999999997,2013,1,27.2,4.126436781609195
AT,2013Q2,97.84333333333332,2.2333333333333334,100.7,3,3,3,8.7,14.4,18.2,35.9,22.799999999999997,2013,2,27.2,4.126436781609195
AT,2013Q3,97.61,1.9666666666666666,99.7,3,3,3,8.7,14.4,18.2,35.9,22.799999999999997,2013,3,27.2,4.126436781609195
AT,2013Q4,98.57,1.6666666666666667,100.2,3,3,3,8.7,14.4,18.2,35.9,22.799999999999997,2013,4,27.2,4.126436781609195
AT,2014Q1,98.50999999999999,1.5,100.6,3,3,3,8.9,14.1,17.8,36.7,22.4,2014,1,27.800000000000004,4.123595505617978
AT,2014Q2,99.40666666666668,1.5999999999999999,99.9,3,3,3,8.9,14.1,17.8,36.7,22.4,2014,2,27.800000000000004,4.123595505617978
AT,2014Q3,99.08333333333333,1.5333333333333334,100.5,3,3,3,8.9,14.1,17.8,36.7,22.4,2014,3,27.800000000000004,4.123595505617978
AT,2014Q4,99.80666666666667,1.2333333333333334,101.7,3,3,3,8.9,14.1,17.8,36.7,22.4,2014,4,27.800000000000004,4.123595505617978
AT,2015Q1,99.12666666666668,0.6333333333333333,99.3,3,3,3,9.0,14.1,18.1,36.3,22.5,2015,1,27.299999999999997,4.033333333333333
AT,2015Q2,100.37666666666668,0.9666666666666667,100.4,3,3,3,9.0,14.1,18.1,36.3,22.5,2015,2,27.299999999999997,4.033333333333333
AT,2015Q3,99.95666666666666,0.9,101.3,3,3,3,9.0,14.1,18.1,36.3,22.5,2015,3,27.299999999999997,4.033333333333333
AT,2015Q4,100.54,0.7666666666666667,99.0,3,3,3,9.0,14.1,18.1,36.3,22.5,2015,4,27.299999999999997,4.033333333333333
AT,2016Q1,100.14333333333333,1.0333333333333332,100.7,3,3,3,8.8,14.2,18.1,36.1,22.799999999999997,2016,1,27.3,4.1022727272727275
AT,2016Q2,101.00333333333333,0.6,102.6,3,3,3,8.8,14.2,18.1,36.1,22.799999999999997,2016,2,27.3,4.1022727272727275
AT,2016Q3,100.71666666666665,0.7666666666666667,102.6,3,3,3,8.8,14.2,18.1,36.1,22.799999999999997,2016,3,27.3,4.1022727272727275
AT,2016Q4,102.02,1.5,102.6,3,3,3,8.8,14.2,18.1,36.1,22.799999999999997,2016,4,27.3,4.1022727272727275
AT,2017Q1,102.32666666666667,2.1999999999999997,103.9,3,3,3,8.5,14.2,18.0,36.599999999999994,22.799999999999997,2017,1,28.099999999999994,4.305882352941175
AT,2017Q2,103.17999999999999,2.1333333333333333,102.6,3,3,3,8.5,14.2,18.0,36.599999999999994,22.799999999999997,2017,2,28.099999999999994,4.305882352941175
AT,2017Q3,102.94333333333333,2.1999999999999997,102.2,3,3,3,8.5,14.2,18.0,36.599999999999994,22.799999999999997,2017,3,28.099999999999994,4.305882352941175
AT,2017Q4,104.44333333333333,2.3666666666666667,104.1,3,3,3,8.5,14.2,18.0,36.599999999999994,22.799999999999997,2017,4,28.099999999999994,4.305882352941175
AT,2018Q1,104.34333333333332,1.9333333333333333,104.0,3,3,3,8.9,14.3,18.2,35.900000000000006,22.7,2018,1,27.000000000000007,4.03370786516854
AT,2018Q2,105.38333333333334,2.1333333333333333,105.6,3,3,3,8.9,14.3,18.2,35.900000000000006,22.7,2018,2,27.000000000000007,4.03370786516854
AT,2018Q3,105.25333333333333,2.233333333333333,105.3,3,3,3,8.9,14.3,18.2,35.900000000000006,22.7,2018,3,27.000000000000007,4.03370786516854
AT,2018Q4,106.66666666666667,2.1333333333333333,106.5,3,3,3,8.9,14.3,18.2,35.900000000000006,22.7,2018,4,27.000000000000007,4.03370786516854
AT,2019Q1,106.01333333333334,1.5999999999999999,107.2,3,3,3,8.7,14.2,18.0,36.5,22.6,2019,1,27.8,4.195402298850575
AT,2019Q2,107.13666666666667,1.6666666666666667,106.1,3,3,3,8.7,14.2,18.0,36.5,22.6,2019,2,27.8,4.195402298850575
AT,2019Q3,106.67333333333333,1.3666666666666665,106.2,3,3,3,8.7,14.2,18.0,36.5,22.6,2019,3,27.8,4.195402298850575
AT,2019Q4,108.11,1.3333333333333333,108.0,3,3,3,8.7,14.2,18.0,36.5,22.6,2019,4,27.8,4.195402298850575
AT,2020Q1,108.11,2.0,101.7,3,3,3,8.8,14.3,18.1,36.0,22.7,2020,1,27.2,4.090909090909091
AT,2020Q2,108.27,1.0666666666666667,88.6,3,3,3,8.8,14.3,18.1,36.0,22.7,2020,2,27.2,4.090909090909091
AT,2020Q3,108.21,1.4666666666666666,102.1,3,3,3,8.8,14.3,18.1,36.0,22.7,2020,3,27.2,4.090909090909091
AT,2020Q4,109.28333333333335,1.0666666666666667,97.9,3,3,3,8.8,14.3,18.1,36.0,22.7,2020,4,27.2,4.090909090909091
AT,2021Q1,109.71333333333332,1.5,98.6,3,3,3,8.7,14.4,18.4,35.7,22.9,2021,1,27.000000000000004,4.103448275862069
AT,2021Q2,111.05,2.566666666666667,103.0,3,3,3,8.7,14.4,18.4,35.7,22.9,2021,2,27.000000000000004,4.103448275862069
AT,2021Q3,111.54666666666667,3.1,105.6,3,3,3,8.7,14.4,18.4,35.7,22.9,2021,3,27.000000000000004,4.103448275862069
AT,2021Q4,113.53333333333335,3.9,101.9,3,3,3,8.7,14.4,18.4,35.7,22.9,2021,4,27.000000000000004,4.103448275862069
AT,2022Q1,115.77666666666669,5.533333333333334,104.1,3,3,3,8.5,14.2,18.1,36.3,22.9,2022,1,27.799999999999997,4.270588235294118
AT,2022Q2,119.77999999999999,7.833333333333333,105.3,3,3,3,8.5,14.2,18.1,36.3,22.9,2022,2,27.799999999999997,4.270588235294118
AT,2022Q3,122.58999999999999,9.9,105.0,3,3,3,8.5,14.2,18.1,36.3,22.9,2022,3,27.799999999999997,4.270588235294118
AT,2022Q4,126.12000000000002,11.1,105.6,3,3,3,8.5,14.2,18.1,36.3,22.9,2022,4,27.799999999999997,4.270588235294118
AT,2023Q1,128.04666666666665,10.6,106.1,3,3,3,8.5,14.2,18.0,36.8,22.4,2023,1,28.299999999999997,4.329411764705882
AT,2023Q2,130.12,8.633333333333333,105.8,3,3,3,8.5,14.2,18.0,36.8,22.4,2023,2,28.299999999999997,4.329411764705882
AT,2023Q3,130.83666666666667,6.766666666666667,106.5,3,3,3,8.5,14.2,18.0,36.8,22.4,2023,3,28.299999999999997,4.329411764705882
AT,2023Q4,132.59333333333333,5.166666666666667,104.8,3,3,3,8.5,14.2,18.0,36.8,22.4,2023,4,28.299999999999997,4.329411764705882
AT,2024Q1,133.32666666666668,4.133333333333333,105.5,3,3,3,8.5,14.0,18.1,37.2,22.3,2024,1,28.700000000000003,4.376470588235295
AT,2024Q2,134.36666666666667,3.266666666666667,105.7,3,3,3,8.5,14.0,18.1,37.2,22.3,2024,2,28.700000000000003,4.376470588235295
AT,2024Q3,133.95000000000002,2.3666666666666667,104.2,3,3,3,8.5,14.0,18.1,37.2,22.3,2024,3,28.700000000000003,4.376470588235295
AT,2024Q4,135.1833333333333,1.9333333333333333,107.4,3,3,3,8.5,14.0,18.1,37.2,22.3,2024,4,28.700000000000003,4.376470588235295
BE,2010Q1,90.74333333333334,1.1666666666666667,96.3,3,3,3,9.1,14.1,18.2,35.5,23.0,2010,1,26.4,3.9010989010989015
BE,2010Q2,92.37999999999998,2.4,97.3,3,3,3,9.1,14.1,18.2,35.5,23.0,2010,2,26.4,3.9010989010989015
BE,2010Q3,92.08666666666666,2.566666666666667,97.8,3,3,3,9.1,14.1,18.2,35.5,23.0,2010,3,26.4,3.9010989010989015
BE,2010Q4,93.16000000000001,3.1666666666666665,98.1,3,3,3,9.1,14.1,18.2,35.5,23.0,2010,4,26.4,3.9010989010989015
BE,2011Q1,93.86333333333336,3.433333333333333,99.5,3,3,3,9.1,14.2,18.4,35.2,23.1,2011,1,26.1,3.8681318681318686
BE,2011Q2,95.25666666666666,3.1,99.3,3,3,3,9.1,14.2,18.4,35.2,23.1,2011,2,26.1,3.8681318681318686
BE,2011Q3,95.36333333333333,3.533333333333333,99.4,3,3,3,9.1,14.2,18.4,35.2,23.1,2011,3,26.1,3.8681318681318686
BE,2011Q4,96.23666666666668,3.3000000000000003,100.0,3,3,3,9.1,14.2,18.4,35.2,23.1,2011,4,26.1,3.8681318681318686
BE,2012Q1,96.91333333333334,3.266666666666667,99.7,3,3,3,8.9,14.2,18.4,35.2,23.3,2012,1,26.300000000000004,3.9550561797752812
BE,2012Q2,97.7,2.566666666666667,99.6,3,3,3,8.9,14.2,18.4,35.2,23.3,2012,2,26.300000000000004,3.9550561797752812
BE,2012Q3,97.64999999999999,2.4,100.0,3,3,3,8.9,14.2,18.4,35.2,23.3,2012,3,26.300000000000004,3.9550561797752812
BE,2012Q4,98.45333333333333,2.3333333333333335,99.5,3,3,3,8.9,14.2,18.4,35.2,23.3,2012,4,26.300000000000004,3.9550561797752812
BE,2013Q1,98.33999999999999,1.4666666666666666,99.0,3,3,3,9.2,14.2,18.5,34.9,23.3,2013,1,25.7,3.7934782608695654
BE,2013Q2,99.02333333333333,1.3333333333333333,99.6,3,3,3,9.2,14.2,18.5,34.9,23.3,2013,2,25.7,3.7934782608695654
BE,2013Q3,98.86666666666666,1.2333333333333334,99.3,3,3,3,9.2,14.2,18.5,34.9,23.3,2013,3,25.7,3.7934782608695654
BE,2013Q4,99.36333333333336,0.9333333333333332,99.6,3,3,3,9.2,14.2,18.5,34.9,23.3,2013,4,25.7,3.7934782608695654
BE,2014Q1,99.24333333333334,0.9,99.8,3,3,3,9.2,14.1,18.5,34.8,23.4,2014,1,25.599999999999998,3.782608695652174
BE,2014Q2,99.69,0.7000000000000001,99.4,3,3,3,9.2,14.1,18.5,34.8,23.4,2014,2,25.599999999999998,3.782608695652174
BE,2014Q3,99.24000000000001,0.36666666666666664,99.6,3,3,3,9.2,14.1,18.5,34.8,23.4,2014,3,25.599999999999998,3.782608695652174
BE,2014Q4,99.36,0.0,99.3,3,3,3,9.2,14.1,18.5,34.8,23.4,2014,4,25.599999999999998,3.782608695652174
BE,2015Q1,98.86,-0.36666666666666664,100.0,3,3,3,9.2,14.1,18.4,35.2,23.200000000000003,2015,1,26.000000000000004,3.8260869565217397
BE,2015Q2,100.37999999999998,0.7000000000000001,99.9,3,3,3,9.2,14.1,18.4,35.2,23.200000000000003,2015,2,26.000000000000004,3.8260869565217397
BE,2015Q3,100.07,0.8666666666666667,99.9,3,3,3,9.2,14.1,18.4,35.2,23.200000000000003,2015,3,26.000000000000004,3.8260869565217397
BE,2015Q4,100.68666666666667,1.3666666666666665,100.2,3,3,3,9.2,14.1,18.4,35.2,23.200000000000003,2015,4,26.000000000000004,3.8260869565217397
BE,2016Q1,100.37333333333332,1.5,100.7,3,3,3,9.100000000000001,14.0,18.4,35.1,23.6,2016,1,26.0,3.8571428571428568
BE,2016Q2,102.03000000000002,1.6333333333333335,101.1,3,3,3,9.100000000000001,14.0,18.4,35.1,23.6,2016,2,26.0,3.8571428571428568
BE,2016Q3,102.01333333333334,1.9333333333333333,101.1,3,3,3,9.100000000000001,14.0,18.4,35.1,23.6,2016,3,26.0,3.8571428571428568
BE,2016Q4,102.66000000000001,1.9333333333333333,102.1,3,3,3,9.100000000000001,14.0,18.4,35.1,23.6,2016,4,26.0,3.8571428571428568
BE,2017Q1,103.33999999999999,2.966666666666667,102.0,3,3,3,9.1,14.1,18.6,34.9,23.3,2017,1,25.799999999999997,3.8351648351648353
BE,2017Q2,104.10666666666667,2.033333333333333,102.6,3,3,3,9.1,14.1,18.6,34.9,23.3,2017,2,25.799999999999997,3.8351648351648353
BE,2017Q3,103.97333333333334,1.9333333333333333,103.3,3,3,3,9.1,14.1,18.6,34.9,23.3,2017,3,25.799999999999997,3.8351648351648353
BE,2017Q4,104.71,2.0,103.6,3,3,3,9.1,14.1,18.6,34.9,23.3,2017,4,25.799999999999997,3.8351648351648353
BE,2018Q1,104.96999999999998,1.5999999999999999,103.8,3,3,3,9.100000000000001,14.2,18.700000000000003,34.5,23.4,2018,1,25.4,3.7912087912087906
BE,2018Q2,106.35666666666667,2.1666666666666665,104.4,3,3,3,9.100000000000001,14.2,18.700000000000003,34.5,23.4,2018,2,25.4,3.7912087912087906
BE,2018Q3,106.81333333333333,2.6999999999999997,105.0,3,3,3,9.100000000000001,14.2,18.700000000000003,34.5,23.4,2018,3,25.4,3.7912087912087906
BE,2018Q4,107.60666666666667,2.766666666666667,105.3,3,3,3,9.100000000000001,14.2,18.700000000000003,34.5,23.4,2018,4,25.4,3.7912087912087906
BE,2019Q1,107.05666666666667,2.0,106.0,3,3,3,9.5,14.5,18.6,34.4,23.0,2019,1,24.9,3.621052631578947
BE,2019Q2,108.12000000000002,1.6666666666666667,106.4,3,3,3,9.5,14.5,18.6,34.4,23.0,2019,2,24.9,3.621052631578947
BE,2019Q3,107.75,0.9,106.3,3,3,3,9.5,14.5,18.6,34.4,23.0,2019,3,24.9,3.621052631578947
BE,2019Q4,108.13666666666664,0.5,106.4,3,3,3,9.5,14.5,18.6,34.4,23.0,2019,4,24.9,3.621052631578947
BE,2020Q1,108.07666666666667,0.9333333333333332,102.7,3,3,3,9.5,14.3,18.6,34.7,22.8,2020,1,25.200000000000003,3.6526315789473687
BE,2020Q2,108.11666666666666,0.0,87.0,3,3,3,9.5,14.3,18.6,34.7,22.8,2020,2,25.200000000000003,3.6526315789473687
BE,2020Q3,108.21333333333332,0.4333333333333333,101.6,3,3,3,9.5,14.3,18.6,34.7,22.8,2020,3,25.200000000000003,3.6526315789473687
BE,2020Q4,108.5,0.3333333333333333,98.9,3,3,3,9.5,14.3,18.6,34.7,22.8,2020,4,25.200000000000003,3.6526315789473687
BE,2021Q1,108.99,0.8333333333333334,101.8,3,3,3,9.899999999999999,14.7,18.700000000000003,33.8,23.0,2021,1,23.9,3.4141414141414144
BE,2021Q2,110.68333333333334,2.4,103.9,3,3,3,9.899999999999999,14.7,18.700000000000003,33.8,23.0,2021,2,23.9,3.4141414141414144
BE,2021Q3,111.77999999999999,3.3000000000000003,107.7,3,3,3,9.899999999999999,14.7,18.700000000000003,33.8,23.0,2021,3,23.9,3.4141414141414144
BE,2021Q4,115.40333333333335,6.366666666666666,108.5,3,3,3,9.899999999999999,14.7,18.700000000000003,33.8,23.0,2021,4,23.9,3.4141414141414144
BE,2022Q1,118.92,9.1,109.7,3,3,3,9.7,14.5,18.6,34.2,23.0,2022,1,24.500000000000004,3.525773195876289
BE,2022Q2,121.67999999999999,9.9,109.9,3,3,3,9.7,14.5,18.6,34.2,23.0,2022,2,24.500000000000004,3.525773195876289
BE,2022Q3,124.05666666666667,11.0,110.4,3,3,3,9.7,14.5,18.6,34.2,23.0,2022,3,24.500000000000004,3.525773195876289
BE,2022Q4,128.38,11.266666666666667,111.0,3,3,3,9.7,14.5,18.6,34.2,23.0,2022,4,24.500000000000004,3.525773195876289
BE,2023Q1,125.96,5.900000000000001,110.8,3,3,3,10.0,14.5,18.5,34.3,22.6,2023,1,24.299999999999997,3.4299999999999997
BE,2023Q2,124.78333333333335,2.533333333333333,111.1,3,3,3,10.0,14.5,18.5,34.3,22.6,2023,2,24.299999999999997,3.4299999999999997
BE,2023Q3,125.99333333333334,1.5999999999999999,111.4,3,3,3,10.0,14.5,18.5,34.3,22.6,2023,3,24.299999999999997,3.4299999999999997
BE,2023Q4,127.55,-0.6666666666666666,111.2,3,3,3,10.0,14.5,18.5,34.3,22.6,2023,4,24.299999999999997,3.4299999999999997
BE,2024Q1,129.70000000000002,2.966666666666667,110.9,3,3,3,9.899999999999999,14.4,18.4,34.3,22.8,2024,1,24.4,3.464646464646465
BE,2024Q2,131.08666666666667,5.066666666666667,110.9,3,3,3,9.899999999999999,14.4,18.4,34.3,22.8,2024,2,24.4,3.464646464646465
BE,2024Q3,131.9,4.666666666666667,110.7,3,3,3,9.899999999999999,14.4,18.4,34.3,22.8,2024,3,24.4,3.464646464646465
BE,2024Q4,133.38333333333333,4.566666666666666,110.8,3,3,3,9.899999999999999,14.4,18.4,34.3,22.8,2024,4,24.4,3.464646464646465
BG,2010Q1,95.24666666666667,1.9666666666666666,105.7,3,3,3,6.9,12.600000000000001,17.2,40.3,23.0,2010,1,33.4,5.840579710144927
BG,2010Q2,96.54666666666667,2.8333333333333335,105.2,3,3,3,6.9,12.600000000000001,17.2,40.3,23.0,2010,2,33.4,5.840579710144927
BG,2010Q3,96.94666666666667,3.3333333333333335,104.4,3,3,3,6.9,12.600000000000001,17.2,40.3,23.0,2010,3,33.4,5.840579710144927
BG,2010Q4,97.91666666666667,4.0,103.2,3,3,3,6.9,12.600000000000001,17.2,40.3,23.0,2010,4,33.4,5.840579710144927
BG,2011Q1,99.53333333333335,4.5,103.2,3,3,3,6.3999999999999995,12.0,16.9,41.5,23.0,2011,1,35.1,6.484375000000001
BG,2011Q2,99.85333333333334,3.4,102.5,3,3,3,6.3999999999999995,12.0,16.9,41.5,23.0,2011,2,35.1,6.484375000000001
BG,2011Q3,99.96333333333332,3.1333333333333333,101.5,3,3,3,6.3999999999999995,12.0,16.9,41.5,23.0,2011,3,35.1,6.484375000000001
BG,2011Q4,100.39999999999999,2.533333333333333,101.1,3,3,3,6.3999999999999995,12.0,16.9,41.5,23.0,2011,4,35.1,6.484375000000001
BG,2012Q1,101.40666666666668,1.8666666666666665,100.2,3,3,3,6.6,12.600000000000001,17.5,40.3,23.0,2012,1,33.699999999999996,6.1060606060606055
BG,2012Q2,101.68666666666667,1.8333333333333333,99.3,3,3,3,6.6,12.600000000000001,17.5,40.3,23.0,2012,2,33.699999999999996,6.1060606060606055
BG,2012Q3,102.95666666666666,3.0,99.7,3,3,3,6.6,12.600000000000001,17.5,40.3,23.0,2012,3,33.699999999999996,6.1060606060606055
BG,2012Q4,103.25666666666666,2.8333333333333335,99.4,3,3,3,6.6,12.600000000000001,17.5,40.3,23.0,2012,4,33.699999999999996,6.1060606060606055
BG,2013Q1,103.58999999999999,2.1333333333333333,99.1,3,3,3,6.4,12.1,16.8,42.2,22.5,2013,1,35.800000000000004,6.59375
BG,2013Q2,102.77,1.0333333333333334,99.6,3,3,3,6.4,12.1,16.8,42.2,22.5,2013,2,35.800000000000004,6.59375
BG,2013Q3,102.27,-0.6666666666666666,99.2,3,3,3,6.4,12.1,16.8,42.2,22.5,2013,3,35.800000000000004,6.59375
BG,2013Q4,102.25333333333333,-1.0,99.4,3,3,3,6.4,12.1,16.8,42.2,22.5,2013,4,35.800000000000004,6.59375
BG,2014Q1,101.71333333333332,-1.8333333333333333,99.6,3,3,3,6.199999999999999,12.2,17.0,42.0,22.6,2014,1,35.8,6.774193548387098
BG,2014Q2,101.09666666666668,-1.6333333333333335,99.6,3,3,3,6.199999999999999,12.2,17.0,42.0,22.6,2014,2,35.8,6.774193548387098
BG,2014Q3,101.06333333333333,-1.1666666666666667,99.8,3,3,3,6.199999999999999,12.2,17.0,42.0,22.6,2014,3,35.8,6.774193548387098
BG,2014Q4,100.43333333333334,-1.8,99.9,3,3,3,6.199999999999999,12.2,17.0,42.0,22.6,2014,4,35.8,6.774193548387098
BG,2015Q1,99.95,-1.7333333333333334,99.9,3,3,3,6.2,11.7,16.4,43.599999999999994,22.299999999999997,2015,1,37.39999999999999,7.032258064516128
BG,2015Q2,100.50333333333333,-0.6,99.8,3,3,3,6.2,11.7,16.4,43.599999999999994,22.299999999999997,2015,2,37.39999999999999,7.032258064516128
BG,2015Q3,100.12333333333332,-0.9333333333333332,100.3,3,3,3,6.2,11.7,16.4,43.599999999999994,22.299999999999997,2015,3,37.39999999999999,7.032258064516128
BG,2015Q4,99.41666666666667,-1.0,100.0,3,3,3,6.2,11.7,16.4,43.599999999999994,22.299999999999997,2015,4,37.39999999999999,7.032258064516128
BG,2016Q1,98.85666666666667,-1.0999999999999999,100.4,3,3,3,5.7,11.600000000000001,16.4,43.6,22.8,2016,1,37.9,7.649122807017544
BG,2016Q2,98.17666666666666,-2.3000000000000003,100.6,3,3,3,5.7,11.600000000000001,16.4,43.6,22.8,2016,2,37.9,7.649122807017544
BG,2016Q3,99.03000000000002,-1.1,100.1,3,3,3,5.7,11.600000000000001,16.4,43.6,22.8,2016,3,37.9,7.649122807017544
BG,2016Q4,98.64,-0.7666666666666667,100.8,3,3,3,5.7,11.600000000000001,16.4,43.6,22.8,2016,4,37.9,7.649122807017544
BG,2017Q1,99.61666666666666,0.7666666666666667,101.5,3,3,3,5.6,10.9,15.7,46.0,21.9,2017,1,40.4,8.214285714285715
BG,2017Q2,99.53666666666668,1.4000000000000001,102.2,3,3,3,5.6,10.9,15.7,46.0,21.9,2017,2,40.4,8.214285714285715
BG,2017Q3,99.89666666666666,0.8666666666666667,103.0,3,3,3,5.6,10.9,15.7,46.0,21.9,2017,3,40.4,8.214285714285715
BG,2017Q4,100.34333333333332,1.7333333333333334,103.2,3,3,3,5.6,10.9,15.7,46.0,21.9,2017,4,40.4,8.214285714285715
BG,2018Q1,101.17333333333333,1.5666666666666667,102.9,3,3,3,5.9,11.0,15.5,45.8,21.700000000000003,2018,1,39.9,7.7627118644067785
BG,2018Q2,101.87666666666668,2.3333333333333335,102.9,3,3,3,5.9,11.0,15.5,45.8,21.700000000000003,2018,2,39.9,7.7627118644067785
BG,2018Q3,103.51666666666667,3.6333333333333333,102.5,3,3,3,5.9,11.0,15.5,45.8,21.700000000000003,2018,3,39.9,7.7627118644067785
BG,2018Q4,103.33666666666666,2.966666666666667,102.0,3,3,3,5.9,11.0,15.5,45.8,21.700000000000003,2018,4,39.9,7.7627118644067785
BG,2019Q1,103.70333333333333,2.5,101.8,3,3,3,5.800000000000001,10.6,15.200000000000001,47.1,21.299999999999997,2019,1,41.3,8.120689655172413
BG,2019Q2,104.69666666666667,2.766666666666667,101.6,3,3,3,5.800000000000001,10.6,15.200000000000001,47.1,21.299999999999997,2019,2,41.3,8.120689655172413
BG,2019Q3,105.84333333333332,2.2333333333333334,100.6,3,3,3,5.800000000000001,10.6,15.200000000000001,47.1,21.299999999999997,2019,3,41.3,8.120689655172413
BG,2019Q4,105.73333333333333,2.3000000000000003,100.4,3,3,3,5.800000000000001,10.6,15.200000000000001,47.1,21.299999999999997,2019,4,41.3,8.120689655172413
BG,2020Q1,106.78333333333335,2.966666666666667,99.7,3,3,3,5.800000000000001,10.8,15.5,46.2,21.700000000000003,2020,1,40.400000000000006,7.96551724137931
BG,2020Q2,105.82000000000001,1.0666666666666667,93.5,3,3,3,5.800000000000001,10.8,15.5,46.2,21.700000000000003,2020,2,40.400000000000006,7.96551724137931
BG,2020Q3,106.43,0.5333333333333333,98.1,3,3,3,5.800000000000001,10.8,15.5,46.2,21.700000000000003,2020,3,40.400000000000006,7.96551724137931
BG,2020Q4,106.06333333333333,0.3,96.2,3,3,3,5.800000000000001,10.8,15.5,46.2,21.700000000000003,2020,4,40.400000000000006,7.96551724137931
BG,2021Q1,107.02666666666666,0.23333333333333336,97.1,3,3,3,6.199999999999999,10.9,15.4,46.3,21.299999999999997,2021,1,40.099999999999994,7.467741935483871
BG,2021Q2,108.17,2.233333333333333,97.3,3,3,3,6.199999999999999,10.9,15.4,46.3,21.299999999999997,2021,2,40.099999999999994,7.467741935483871
BG,2021Q3,109.54,2.9,98.4,3,3,3,6.199999999999999,10.9,15.4,46.3,21.299999999999997,2021,3,40.099999999999994,7.467741935483871
BG,2021Q4,112.44333333333333,6.033333333333334,98.2,3,3,3,6.199999999999999,10.9,15.4,46.3,21.299999999999997,2021,4,40.099999999999994,7.467741935483871
BG,2022Q1,116.51666666666667,8.866666666666667,98.6,3,3,3,6.1,10.9,15.8,44.7,22.5,2022,1,38.6,7.327868852459018
BG,2022Q2,122.67333333333333,13.433333333333332,99.1,3,3,3,6.1,10.9,15.8,44.7,22.5,2022,2,38.6,7.327868852459018
BG,2022Q3,126.16000000000001,15.166666666666666,99.0,3,3,3,6.1,10.9,15.8,44.7,22.5,2022,3,38.6,7.327868852459018
BG,2022Q4,128.74666666666667,14.466666666666669,99.0,3,3,3,6.1,10.9,15.8,44.7,22.5,2022,4,38.6,7.327868852459018
BG,2023Q1,132.07333333333335,13.366666666666667,104.3,3,3,3,6.699999999999999,11.4,15.899999999999999,44.1,22.0,2023,1,37.400000000000006,6.5820895522388065
BG,2023Q2,133.46,8.799999999999999,102.4,3,3,3,6.699999999999999,11.4,15.899999999999999,44.1,22.0,2023,2,37.400000000000006,6.5820895522388065
BG,2023Q3,135.26000000000002,7.233333333333333,101.8,3,3,3,6.699999999999999,11.4,15.899999999999999,44.1,22.0,2023,3,37.400000000000006,6.5820895522388065
BG,2023Q4,135.79,5.466666666666666,101.9,3,3,3,6.699999999999999,11.4,15.899999999999999,44.1,22.0,2023,4,37.400000000000006,6.5820895522388065
BG,2024Q1,136.68666666666667,3.5,101.4,3,3,3,6.5,11.0,15.7,45.1,21.700000000000003,2024,1,38.6,6.938461538461539
BG,2024Q2,137.00333333333336,2.6666666666666665,101.2,3,3,3,6.5,11.0,15.7,45.1,21.700000000000003,2024,2,38.6,6.938461538461539
BG,2024Q3,138.27666666666667,2.233333333333333,101.0,3,3,3,6.5,11.0,15.7,45.1,21.700000000000003,2024,3,38.6,6.938461538461539
BG,2024Q4,138.5533333333333,2.033333333333333,101.2,3,3,3,6.5,11.0,15.7,45.1,21.700000000000003,2024,4,38.6,6.938461538461539
CH,2010Q1,101.2,1.0666666666666667,93.6,3,3,3,8.5,13.5,17.4,38.3,22.4,2010,1,29.799999999999997,4.5058823529411764
